PNM ID,Last Name,First Name,Major,Minor,Year,Hometown,Hobbies,College Involvement,High School Involvement
669,White,Anika,Early Childhood Education,Health Policy,Sophomore,"Fairfax, VA","Meal Prepping, Coffee Brewing","Model UN, Entrepreneurship Club, Product Management Club","Committee Lead, National Honor Society"
670,Lewis,Aaliyah,Mathematics,Art History,Freshman,"Greenville, SC","Gardening, Rock Climbing","Supply Chain Association, Data Science Club, Orientation Leader Program",National Honor Society
671,Montgomery,Meera,Broadcast Journalism,Graphic Design,Freshman,"Portland, OR","Calligraphy, Trail Running","Orientation Leader Program, Outing Club",National Honor Society
672,Bennett,Nora,Health Policy,Film Studies,Freshman,"Fort Lauderdale, FL","Hiking, Painting","Public Health Club, Mock Trial, Marketing Association",National Honor Society
673,Wilson,Scarlett,Sociology,Legal Studies,Freshman,"Los Angeles, CA","Chess, Audio Editing","Habitat for Humanity, Design Club, Campus Cultural Org",National Honor Society
674,Beaumont,Anika,French,Data Science,Junior,"Fort Wayne, IN","Indoor Cycling, Creative Writing","Art Club, Women in Business",Student Government President
675,White,Scarlett,Finance,Communication Arts,Freshman,"Eugene, OR","Yoga, Oil Painting, Sustainability Projects","THON Committee, Content Creators Club",National Honor Society
676,Singh,Piper,Sustainability Studies,Communication Arts,Freshman,"Fort Lauderdale, FL","Gardening, Pilates","Business Fraternity, Debate Society",National Honor Society
677,Thorne,Stella,Electrical Engineering,Mathematics,Freshman,"Tallahassee, FL","Sudoku, Reading, Photography","Volunteer Tutoring, Orientation Leader Program",National Honor Society
678,Rahman,Naomi,Cognitive Science,Computer Science,Sophomore,"Hershey, PA","Oil Painting, Board Games","Club Lacrosse, Intramural Soccer, Product Management Club","Treasurer, Committee Lead"
679,Gupta,Abigail,Elementary Education,Art History,Freshman,"Bellevue, WA","Film Photography, Choir Singing, Journaling","TV/Media Club, Entrepreneurship Club, Investment Club",National Honor Society
680,Brown,Siyona,Journalism,International Relations,Freshman,"Hershey, PA","Pilates, Bread Making","Debate Society, Research Lab Assistant",National Honor Society
681,Murphy,Lucia,German,International Studies,Sophomore,"Miami, FL","Poetry, Sustainability Projects, Baking","Habitat for Humanity, Sustainability Club, Research Lab Assistant",Team Captain
682,Rivera,Ava,Digital Media,Art History,Freshman,"Tampa, FL","Sustainability Projects, Rock Climbing, Baking","Community Outreach Club, Pre-Health Society",National Honor Society
683,Lopez,Aurora,Information Sciences,Environmental Studies,Freshman,"Dallas, TX","Photo Editing, Indoor Cycling","Community Outreach Club, Marketing Association, Daily Collegian",National Honor Society
684,Friedman,Rowan,Electrical Engineering,Art History,Freshman,"Hartford, CT","Sustainability Projects, Urban Sketching","UX Design Club, Orientation Leader Program, Consulting Club",National Honor Society
685,Cohen,Anika,Arabic,Art History,Freshman,"King of Prussia, PA","Film Photography, Dance, Indoor Cycling","Public Health Club, Community Outreach Club",Student Government President
686,Sullivan,Penelope,Anthropology,Communication Arts,Freshman,"Hartford, CT","Sudoku, Embroidery","Entrepreneurship Club, TV/Media Club, Honors Society","National Honor Society, Cheerleading Captain"
687,Vance,Amelia,Political Science,Human Development,Sophomore,"Paris, FR","Thrifting, Content Creation","Honors Society, Student Programming Association, Women in Business",Project Lead
688,Thompson,Abigail,Data Science,Energy Business,Freshman,"Erie, PA","Pilates Reformer, Photo Editing","Student Programming Association, Debate Society",National Honor Society
689,Lewis,Audrey,Astronomy,Entrepreneurship,Freshman,"Allentown, PA","Gaming, Vlogging, Surfing","Content Creators Club, TV/Media Club",National Honor Society
690,Miller,Yasmin,Spanish,Film Studies,Junior,"Chapel Hill, NC","Blog Writing, Photo Editing, Digital Illustration","Language Exchange Club, Outing Club","Lacrosse Captain, Cheerleading Captain"
691,Levy,Sloane,Marketing,Graphic Design,Sophomore,"Syracuse, NY","Blog Writing, Trail Running","Art Club, Mock Trial",Team Captain
692,Foster,Penelope,Global and International Studies,Art History,Junior,"Spokane, WA","Photo Editing, Tennis","Investment Club, Business Fraternity, Supply Chain Association",Project Lead
693,Wright,Aaliyah,Applied Mathematics,Philosophy,Junior,"Cleveland, OH","Indoor Cycling, Pilates Reformer","TV/Media Club, DEI Council","Cheerleading Captain, National Honor Society"
694,Lewis,Scarlett,Chemical Engineering,Chinese,Freshman,"York, PA","Vlogging, Embroidery","Habitat for Humanity, Engineering Ambassadors, TV/Media Club",National Honor Society
695,Beaumont,Violet,Accounting,Digital Media,Sophomore,"Fort Collins, CO","Dance, Fashion Styling, Ukulele","Habitat for Humanity, Pre-Law Society","National Honor Society, Treasurer"
696,Desai,Stella,Industrial Engineering,Environmental Studies,Sophomore,"Durham, NC","Houseplant Collecting, Urban Sketching, Reading","Community Outreach Club, Honors Society","Project Lead, Committee Lead"
697,Martinez,Violet,Accounting,Graphic Design,Freshman,"Orlando, FL","Strength Training, Content Creation","Campus Cultural Org, TV/Media Club, Art Club",National Honor Society
698,Cohen,Fatima,Art History,Human Development,Sophomore,"Dayton, OH","Watercolor, Reading","Product Management Club, Makers Club",Team Captain
699,Reynolds,Evelyn,Landscape Architecture,French,Freshman,"Lansing, MI","Gardening, Piano","Women in Business, Habitat for Humanity, Pre-Health Society",National Honor Society
700,Beaumont,Emma,Biomedical Engineering,Arabic,Sophomore,"Stamford, CT","Audio Editing, Rock Climbing","Public Speaking Club, Daily Collegian",Yearbook Editor
701,Murphy,Sofia,Marketing,Ethics,Sophomore,"Boulder, CO","Photography, Snowboarding","International Affairs Club, Sustainability Club, Consulting Club",Treasurer
702,Parker,Maya,Management,Entrepreneurship,Freshman,"Durham, NC","Rock Climbing, Journaling","Film Club, Campus Radio",National Honor Society
703,Lopez,Grace,Global and International Studies,Italian,Sophomore,"Des Moines, IA","Gardening, Indoor Cycling, Reading","Urban Sketching Club, Model UN",National Honor Society
704,Ivanova,Aria,Astronomy,Environmental Studies,Freshman,"Hartford, CT","Blog Writing, Digital Illustration, Composting","Hackathon Org, Supply Chain Association",National Honor Society
705,Sanders,Beatrix,Film and Media Studies,Sustainability,Freshman,"Oak Park, IL","Podcast Hosting, Content Creation","DEI Council, Debate Society",National Honor Society
706,Singh,Elena,Supply Chain,Digital Media,Freshman,"Fort Collins, CO","Watercolor, Snowboarding","Public Speaking Club, UX Design Club, Film Club",National Honor Society
707,Brown,Blair,Applied Mathematics,Psychology,Freshman,"Orlando, FL","Barre, Tennis","TV/Media Club, Product Management Club, Museum/Archives Club",National Honor Society
708,Castillo,Brooke,Education,Cybersecurity,Freshman,"Princeton, NJ","Rock Climbing, Composting","Photography Club, Model UN",National Honor Society
709,Wilson,Zara,Chemical Engineering,Computer Science,Freshman,"Norwalk, CT","Kayaking, Thrifting","Makers Club, Pre-Health Society",National Honor Society
710,Perez,Vivian,Accounting,Philosophy,Freshman,"McLean, VA","Blog Writing, Creative Writing","Women in Business, Professional Development Club, Research Lab Assistant",National Honor Society
711,Mendoza,Beatrix,Neuroscience,International Relations,Freshman,"Rochester, NY","Digital Illustration, Fashion Styling","Art Club, Film Club",National Honor Society
712,Rivera,Leah,Astronomy,Health Policy,Freshman,"Dublin, IE","Kayaking, Swimming, Crocheting","Data Science Club, UX Design Club","National Honor Society, Student Government President"
713,Nagiub,Clara,Global and International Studies,International Studies,Freshman,"Memphis, TN","Urban Sketching, Chess","THON Committee, Residence Hall Association",National Honor Society
714,Levy,Riya,Interior Design,Communication Arts,Freshman,"Oakland, CA","Snowboarding, Indoor Cycling, Podcast Hosting","Case Competition Team, DEI Council",National Honor Society
715,Rahman,Aria,Studio Art,Computer Science,Freshman,"San Jose, CA","Oil Painting, Pickleball, Vintage Collecting","Museum/Archives Club, Professional Development Club, Campus Radio",National Honor Society
716,Moore,Emma,Chemistry,Psychology,Freshman,"York, PA","Yoga, Blog Writing","Professional Development Club, Language Exchange Club, Marketing Association",National Honor Society
717,Thorne,Aria,International Studies,Communication Arts,Freshman,"Allentown, PA","Journaling, Pilates, Urban Sketching","Pre-Law Society, Sustainability Club",National Honor Society
718,Wright,Juliet,Energy Engineering,Public Policy,Freshman,"Doylestown, PA","Photography, Strength Training","Sustainability Club, Professional Development Club, UX Design Club",National Honor Society
719,Hayes,Olivia,Biomedical Engineering,Psychology,Freshman,"Athens, GA","Painting, Watercolor","Language Exchange Club, Case Competition Team, Women in Business",National Honor Society
720,Bennett,Olivia,Broadcast Journalism,Legal Studies,Freshman,"Dayton, OH","Creative Writing, Chess","Marketing Association, Club Lacrosse",National Honor Society
721,Ivanova,Riya,Psychology,Computer Science,Freshman,"Indianapolis, IN","Volleyball, Gardening, Blog Writing","Sustainability Club, Case Competition Team",National Honor Society
722,Wright,Juliet,Marketing,Data Science,Junior,"Des Moines, IA","Vintage Collecting, Poetry, Volleyball","Women in Business, TV/Media Club","Team Captain, Cheerleading Captain"
723,Carter,Juniper,Digital Media,Communication Arts,Freshman,"Evanston, IL","Creative Writing, Yoga","Peer Mentor Program, Marketing Association",National Honor Society
724,Montgomery,Lauren,Sustainability Studies,Statistics,Sophomore,"Baton Rouge, LA","Crocheting, Vintage Collecting","Research Lab Assistant, Mock Trial, Eco-Action",Treasurer
725,Smirnov,Cecilia,Film and Media Studies,Legal Studies,Freshman,"San Diego, CA","Choir Singing, Fashion Styling, Guitar","Student Programming Association, Marketing Association",National Honor Society
726,Carter,Audrey,Global and International Studies,Chinese,Freshman,"Milwaukee, WI","Gardening, Videography","Consulting Club, DEI Council",National Honor Society
727,Rahman,Lily,Statistics,Environmental Studies,Freshman,"State College, PA","Yoga, Dance","TV/Media Club, Language Exchange Club",National Honor Society
728,Singh,Lily,Art History,Cybersecurity,Freshman,"Wilmington, NC","Photo Editing, Paddleboarding","Student Programming Association, Professional Development Club",National Honor Society
729,Montgomery,Zoey,Italian,Sustainability,Freshman,"York, PA","Chess, Photography, Pilates","Professional Development Club, Campus Cultural Org, Model UN",National Honor Society
730,Williams,Isabella,Biology,Health Policy,Freshman,"Park City, UT","Film Photography, Bread Making","Design Club, Hackathon Org",National Honor Society
731,Kapoor,Camille,Studio Art,Graphic Design,Sophomore,"Lansing, MI","Volleyball, Pilates Reformer","International Affairs Club, Design Club","Committee Lead, National Honor Society"
732,Thorne,Isabella,Sociology,International Studies,Freshman,"Park City, UT","Chess, Watercolor, Volleyball","Product Management Club, Urban Sketching Club",National Honor Society
733,Bennett,Stella,Italian,Philosophy,Sophomore,"Bend, OR","Indoor Cycling, Kayaking, Skiing","Intramural Soccer, Film Club, Art Club","Project Lead, Committee Lead"
734,Alvarez,Willow,Journalism,International Studies,Freshman,"Detroit, MI","Poetry, Painting","Public Health Club, Pre-Law Society, Professional Development Club",National Honor Society
735,Jones,Mariam,History,Art History,Sophomore,"Silver Spring, MD","Embroidery, Swimming, Pickleball","Honors Society, Club Volleyball, Hackathon Org","Project Lead, Treasurer"
736,Carter,Layla,Secondary Education,Health Policy,Junior,"Irvine, CA","Houseplant Collecting, Skiing","Peer Mentor Program, Daily Collegian",Team Captain
737,Rahman,Lily,Astronomy,Economics,Freshman,"Lancaster, PA","Trail Running, Board Games","THON Committee, Public Health Club",National Honor Society
738,Desai,Charlotte,Environmental Science,International Studies,Freshman,"London, UK","Sudoku, Yoga","Mock Trial, Marketing Association",National Honor Society
739,Lopez,Meera,Biochemistry,Sociology,Sophomore,"Las Vegas, NV","Digital Illustration, Gaming, Sustainability Projects","Supply Chain Association, Business Fraternity",Committee Lead
740,Shah,Anika,Environmental Science,Computer Science,Freshman,"Spokane, WA","Songwriting, Kayaking, Pickleball","Women in Business, Investment Club",National Honor Society
741,Martin,Sofia,Digital Media,Global Studies,Freshman,"Athens, GA","Indoor Cycling, Vlogging","Daily Collegian, UX Design Club",National Honor Society
742,Nagiub,Penelope,Marketing,Economics,Freshman,"Park City, UT","Trail Running, Audio Editing","Public Speaking Club, Intramural Soccer",National Honor Society
743,Murphy,Scarlett,Special Education,Art History,Freshman,"Houston, TX","Tennis, Indoor Cycling","Pre-Law Society, Student Programming Association, Daily Collegian",National Honor Society
744,Henderson,Sydney,Biochemistry,Spanish,Sophomore,"Birmingham, AL","Songwriting, Oil Painting","Makers Club, Museum/Archives Club",Team Captain
745,Sullivan,Sofia,Art History,Public Policy,Sophomore,"Reading, PA","Houseplant Collecting, Hiking, Film Photography","Design Club, Supply Chain Association","Committee Lead, Team Captain"
746,Lopez,Anika,Film and Media Studies,Psychology,Freshman,"Worcester, MA","Kayaking, Sudoku, Thrifting","Film Club, Product Management Club",National Honor Society
747,Kim,Isla,Secondary Education,Italian,Freshman,"Santa Barbara, CA","Houseplant Collecting, Watercolor","Film Club, DEI Council",National Honor Society
748,Lewis,Freya,Energy Engineering,Legal Studies,Freshman,"Newport, RI","Indoor Cycling, Dance","UX Design Club, Makers Club",National Honor Society
749,White,Piper,Cognitive Science,Digital Media,Freshman,"Queens, NY","Surfing, Crocheting","International Affairs Club, Makers Club",National Honor Society
750,Taylor,Juniper,Graphic Design,Italian,Freshman,"Indianapolis, IN","Crocheting, Creative Writing","Hackathon Org, Professional Development Club",National Honor Society
